情感分析结果,评价倾向,商品评论
0.5940305484262397,一般,待机时间：一天一次，耐用
0.9999930083117308,喜欢,外观很好，物流也好，用起来很流畅，非常喜欢，送给了我爱的人，他感觉很好，我感觉更好，感谢荣耀8080
0.9999999999928768,喜欢,续航能力很好，一整天充一次电就可以，不容易掉电；拍照效果也不错，有很多模式可以自己选择；拍视频清晰度也挺好的；运行起来不卡顿，很流畅，用起来很顺利；打电话音质也行，机身颜值挺高的，这下刚好跟我的手环配对了，配合起来用很舒服，很多功能是之前手机没有的，尝试新机型也很好玩。后面有机会再追加
0.999925025887787,喜欢,外形外观：超薄超轻 青色很特别，可男可女
0.9178159689965573,喜欢,屏幕音效：效果非常好
0.9800355315677008,喜欢,拍照效果：快门速度快，颜色也好，适合老人拍拍拍
0.9993093342431073,喜欢,运行速度：非常快，之前用的也是荣耀，这次新买的更新换代款，运行速度完美。使用简单
0.9999936501089571,喜欢,外形外观：外观设计时尚大气，非常好看
0.99982527423966,喜欢,屏幕音效：屏幕质感一流，顺畅显示效果很好
0.9919010876193619,喜欢,拍照效果：拍照没的说，始终信赖华为的品质，拍出来的照片非常好看
0.9967742180374517,喜欢,运行速度：运行流畅，非常快
0.8772473448257787,喜欢,待机时间：待机时间超长
0.9924114470047456,喜欢,其他特色：信赖京东，推荐
0.9999768396649336,喜欢,外形外观：时尚潮流，简单大方。
0.989459509237604,喜欢,屏幕音效：屏幕显示细腻，音效很好。
0.848598452107293,喜欢,拍照效果：效果好。
0.9900491186860623,喜欢,运行速度：8+5的虚拟运存，很流畅
0.34392063634157777,不喜欢,待机时间：一天没问题
0.9806856094457347,喜欢,其他特色：用了一段时间才来评价的。很不错。满意。
0.9999847908266539,喜欢,给婆婆都母亲节礼物，屏幕清晰度、拍照效果和运行流畅度都挺好，手机外观也漂亮，婆婆特别高兴！图片是拍照效果，很OK
0.9987870869073927,喜欢,外形外观：颜色特别好看！！！棒
0.9372661041640665,喜欢,屏幕音效：声音清楚爱了爱了
0.981225970019387,喜欢,拍照效果：效果挺好的非常清晰
0.5103728158006371,一般,运行速度：非常快！简直了！！
0.8568826883787564,喜欢,待机时间：刚到手再体验体验！
0.6618409496833848,喜欢,其他特色：非常不错 优惠力度大！！
0.9999336947032047,喜欢,外形外观：超薄流线设计，挺好看的，弟弟强烈推荐
0.8051810890634039,喜欢,屏幕音效：屏幕色彩亮丽，音效极佳，出厂装了保护屏幕，有护眼功能，可以自动设置屏幕亮度。
0.9940553463921734,喜欢,拍照效果：清晰，像素画质好，本机就是主打拍照像素高
0.9995820105714722,喜欢,运行速度：运行流畅，高通骁龙7系芯片，果然技术一流。
0.7887704297050474,喜欢,待机时间：待机时间：新机 刚上手，有待使用后体验，相信大品牌
0.5301241119054632,一般,其他特色：京东快递，次日送达，送货上门，效率高
0.027808718571709412,不喜欢,少给两颗星，是因为当单声器。
0.9999436639875681,喜欢,外形外观：外观设计很漂亮，特别是后面两个大眼睛，非常nice。
0.9934062775832,喜欢,屏幕音效：显示清晰，外放音效非常不错
0.935907114627013,喜欢,拍照效果：很清晰
0.9959659000591174,喜欢,运行速度：飞快，玩玩小游戏不错
0.9877536016353942,喜欢,母亲节礼物，给妈妈买的，她旧手机的屏幕裂了好几块，一直不舍的换。趁着今年母亲节，换了荣耀这款，她很喜欢！！荣耀自己也用过几次，感觉性价比很高。
0.9997872357304842,喜欢,外形外观：粉色的渐变色看着很高级，曲面屏看着养眼，拿在手里很顺手
0.8887511575411202,喜欢,拍照效果：拍照效果杠杠的，非常满意
0.9982685530189601,喜欢,运行速度：速度够用，老人对手机要求不高，用着十分流畅
0.9712319934019648,喜欢,外形外观：辨识度很高，特别是后面的摄像头一眼看上去就是8
0.8840223586485495,喜欢,屏幕音效：屏幕显示很清楚，音量很大也非常清楚
0.9999834398299026,喜欢,拍照效果：拍照也中规中矩吧，对得起这个价位
0.9841373060809426,喜欢,运行速度：运行速度快
0.9982555555845366,喜欢,长相还是很不错的，买了个新的外壳，比之前的保护套还是好多了，起码颜色材质各方面耐打，速度很内存还是要大，性价比很高。这部分的产品用的是京东，只是换新流程确实麻烦，还要加钱。
0.9174159243057937,喜欢,手机的质量，外观符合我的预期，
0.767642568928485,喜欢,发货很快，隔天早上到达。
0.8537077107426152,喜欢,价格还算合适。
0.03345002128258234,不喜欢,有一点，包装盒味儿太大，熏人。
0.998050631593535,喜欢,买给妈妈的母亲节礼物、用了几天说不错、手感好、电池也禁用、之前用的苹果电池不行、以为换了荣耀用不惯呢、没想到还很满意、也有语音助手、来电动画啥的、总之妈妈很满意
0.9999742398839332,喜欢,外形外观：这款荣耀手机外观时尚，曲面屏
0.9852744217674465,喜欢,屏幕音效：屏幕响应快、很顺畅
0.8573833373870262,喜欢,拍照效果：拍照像素高，
0.9747973865290106,喜欢,运行速度：运行速度快，正常使用无问题
0.7058863054658098,喜欢,待机时间：待机时间可以，没电随时充
0.9999804442767674,喜欢,1.6亿像素超清主摄800万超广角，200万微距，3200万人像AI镜头搭配完美，美颜滤镜更是一应俱全，7.0系统界面简洁操作方便上手，5G手机网络速度迅猛，双卡双待，解决了带两部手机的烦恼，12+512大内存避免了手机慢卡顿的问题了，推荐购买
0.9999994550330059,喜欢,机器很有手感，反映特别快，外观女生特别喜欢，粉红不可抗拒，屏幕分辨率也很高，拍照效果那是绝绝子，一点也不卡机，1.6亿像素很牛
0.9999999999995712,喜欢,荣耀品牌值得信赖，好荣耀品牌值得信赖，质量很好，价格实惠，物流也很快，满意！荣耀品牌值得信赖，质量很好，价格实惠，物流也很快，满意！
0.9933754259827307,喜欢,外形外观：满意
0.9017984208463732,喜欢,屏幕音效：满意
0.6813796831685474,喜欢,拍照效果：一般
0.9222448963513663,喜欢,运行速度：满意
0.8050977963147586,喜欢,待机时间：满意
0.9943151187610597,喜欢,活动购买，性价比一般，手机更新快，这个价格买到还是很满意的
0.999999999999946,喜欢,质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了整体来说，还是很好的，非常值得再次回购这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买东西很喜欢，质量也很好的，这个价格能买到是真的很划算物流满分?，包装快递满分?，配送员态度满分?，购物让人开心，吃土使我快乐~?????????
0.9999945262666078,喜欢,物流快，送货上门，外观很漂亮，自己就在用这款，又给妈妈入手啦，手机很棒 ??????????
0.9165196440749882,喜欢,服务好，物流快，质量好，非常好用。
0.9955051588583416,喜欢,外形外观：很好
0.9313341475953915,喜欢,屏幕音效：很好
0.7858355311183558,喜欢,拍照效果：非常好
0.9042414497775572,喜欢,运行速度：好。
0.9998076693226372,喜欢,买给家里里人的，这款机子真不错，操作简单，像素高，又省电，三天充一回。用起来非常丝滑流畅。京东物流也很给力，要是优惠更多就更好了。
0.9999833866025766,喜欢,宝贝收到，一如既往的好，给父母买的，包装很到位，质量还不错，很喜欢，大品牌值得信赖，只是刚收到没几天又跌价了，不太开心！
0.9999910061884268,喜欢,外形外观：外观漂亮好看大气
0.9091938483765346,喜欢,屏幕音效：音效很好 杂音很少
0.4436287253736563,一般,拍照效果：一亿像素真不开玩笑
0.9980692605272007,喜欢,运行速度：很快 不卡 现在这种价位很少有卡的
0.9999610732924514,喜欢,非常不错的手机，漂亮，流畅，手感很好，性价比高。一次性买了两台，一台黑色，一台白色，黑色自己用，白色老婆用
0.9995716348768909,喜欢,买之前还犹豫，看评论有说不好的，买了后特别高兴，一是性价比很高，12+512G的才3千出头点，装了一堆app还有400多G的空间，真爽，颜色好看，各方面性能都不错。
0.9924215174722826,喜欢,这个真的不错，真的真的很不错
0.9824928581158849,喜欢,你值得拥有，确实是好东西
0.8969518251367223,喜欢,我用了以后才发现，性价比真的超好
0.31027021618437667,不喜欢,下次我还要买
0.8692507708569268,喜欢,外壳包裹很不错
0.3548893754909792,不喜欢,像素也杠杠的，简直是出门必备的极品呀
0.9992857581164308,喜欢,母亲节当天，刚好京东上面 购买荣耀80有优惠。一共2700多就可以买到荣耀80了，看了配置也刚好够用。物流很快，买了后忍不住就拆机试用了，然后玩游戏看抖音之类的也不卡，很顺畅。
0.9999946040075911,喜欢,京东品质，值得信赖！支持国货。颜值高，运行速度快，给媳妇的生日礼物，她很喜欢。充电很快，待机时间很长，非常好的机器。
0.9999999999476428,喜欢,物流速度很快，京东自营值得信赖，手机外观漂亮，曲面屏幕，6.67寸的大小合适，声音响亮清晰，拍照效果非常不错，内存容量足够大，性价比超高。
0.9999999105345827,喜欢,说实话，真的很好，帮朋友买的，外形外观很时尚屏幕音效也很OK，拍照也很清晰，运行速度就更不用说了，没有丝毫的问题，真的很好
0.9999880901293743,喜欢,包装完整，价格优惠，物流给力，手机像素很满意，外观也不错，超薄的，256大内存，打游戏也可以，还是快充
0.9991499776543237,喜欢,物流十分给力。买这款手机主要是冲它的巨大内存，高清摄像功能，和价格来的。性价比还是非常高的，用了一个来月了，目前一切都很好。
0.9988055656888095,喜欢,现在就在用这个手机，非常流畅，看到这么高的像素下手的，随时记录身边的美景就方便了许多。拍起来觉得还可以，无滤镜的随手拍，供参考。
0.9982237625680457,喜欢,一直在京东买生活用品，，方便，快捷，性价比超高。
0.9999981057790167,喜欢,直在京东买生活用品，方便，快捷，性价比超高。一直在京东买生活用品，方便，快捷，性价比超高。
0.999947292434284,喜欢,送货很快一直选择京东  比线下买更方便实惠，也推荐大家去京东买东西，购物体验很好，售前售后都足以称得上业内标杆，希望越来越好。
0.9581213202354937,喜欢,拍照不错，触屏和相机反应略慢。
0.9999964350599065,喜欢,五一回黑龙江老家给老妈的生日礼物，外观非常漂亮，老妈很喜欢，运行速度很流畅，拍照很好，因为没拍手机，就随便拿两个图代替一下，希望国产手机越来越好！！！
0.9999998641988725,喜欢,选了好久选的这款，无论内存还是快充，这款性价比高，手感也很好，家里人所有的手机都是荣耀，很信赖这个品牌。
0.9998437679607547,喜欢,挺好用，也漂亮，很顺滑智能，双摄像头橡树高，迎驾比高的手机，六一八活动，中国移动定制有优惠啊啊啊啊啊
0.9995715259287153,喜欢,手机是我买送给小妹用的，以前也是我送的小妹手机用了几年屏幕坏了，这次我就再送一部，小妹说手机很好，感觉非常不错啊！这次我在京东自营店买入的第三部手机，希望京东自营店越办越好。我们消费用的也放心。加油吧！！！??
0.9991373118396223,喜欢,外形外观：大小合适，配色非常不错。
0.9761732262298446,喜欢,屏幕音效：屏幕清晰，色彩还原度很高。
0.17557606569245987,不喜欢,拍照效果：一亿像素的确不是徒有虚名。
0.9988727058452361,喜欢,运行速度：日常生活没有问题，系统流畅。
0.34392063634157777,不喜欢,待机时间：一天还是没问题的。
0.9844337596034572,喜欢,其他特色：握感很好。
0.0144651289160459,不喜欢,自己手机坏了马上在京东上挑了这款5G手机，收到货后手机使用后遇到了一个问题会自动闪退，后来询问了客服，京东客服及时解决了问题非常的满意。手机运行速度快。
0.9999999999937259,喜欢,给妈妈买的，老人家比较喜欢。比他以前的手机快多了，续航也好很多。拍照也很清晰，续航时间长，手机很轻，屏幕也还可以。妈妈很喜欢，外形外观很好看很棒，屏幕效果超级 nice ，拍照效果非常好，行速度很快，价格也合理！！
0.21233363422827012,不喜欢,发货时间很快，前一天晚上下单第二天早上就到了。
0.8192359365744154,喜欢,用了一段时间再来评价，给家里老人买的，目前使用感觉还可以。
